adm_1_name,Year,Month,YearMonth,dengue_total_month
HAI PHONG CITY,2007,4,2007-04-01,0.0
HAU GIANG,2007,4,2007-04-01,45.0
HO CHI MINH CITY,2007,4,2007-04-01,210.0
HOA BINH,2007,4,2007-04-01,0.0
HUNG YEN,2007,4,2007-04-01,0.0
KHANH HOA,2007,4,2007-04-01,114.0
KIEN GIANG,2007,4,2007-04-01,314.0
KON TUM,2007,4,2007-04-01,0.0
LAI CHAU,2007,4,2007-04-01,0.0
LAM DONG,2007,4,2007-04-01,0.0
LANG SON,2007,4,2007-04-01,0.0
LAO CAI,2007,4,2007-04-01,0.0
LONG AN,2007,4,2007-04-01,113.0
NAM DINH,2007,4,2007-04-01,0.0
NGHE AN,2007,4,2007-04-01,0.0
NINH BINH,2007,4,2007-04-01,0.0
NINH THUAN,2007,4,2007-04-01,18.0
PHU THO,2007,4,2007-04-01,0.0
PHU YEN,2007,4,2007-04-01,17.0
QUANG BINH,2007,4,2007-04-01,0.0
QUANG NAM,2007,4,2007-04-01,37.0
QUANG NGAI,2007,4,2007-04-01,30.0
QUANG NINH,2007,4,2007-04-01,0.0
QUANG TRI,2007,4,2007-04-01,0.0
SOC TRANG,2007,4,2007-04-01,234.0
SON LA,2007,4,2007-04-01,0.0
TAY NINH,2007,4,2007-04-01,16.0
THAI BINH,2007,4,2007-04-01,0.0
THAI NGUYEN,2007,4,2007-04-01,0.0
THANH HOA,2007,4,2007-04-01,0.0
THUA THIEN - HUE,2007,4,2007-04-01,0.0
TIEN GIANG,2007,4,2007-04-01,459.0
TRA VINH,2007,4,2007-04-01,25.0
TUYEN QUANG,2007,4,2007-04-01,0.0
VINH LONG,2007,4,2007-04-01,126.0
VINH PHUC,2007,4,2007-04-01,0.0
YEN BAI,2007,4,2007-04-01,0.0
AN GIANG,2007,5,2007-05-01,771.0
BA RIA-VUNG TAU,2007,5,2007-05-01,37.0
BAC GIANG,2007,5,2007-05-01,0.0
BAC KAN,2007,5,2007-05-01,0.0
BAC LIEU,2007,5,2007-05-01,70.0
BAC NINH,2007,5,2007-05-01,0.0
BEN TRE,2007,5,2007-05-01,271.0
BINH DINH,2007,5,2007-05-01,85.0
BINH DUONG,2007,5,2007-05-01,54.0
BINH PHUOC,2007,5,2007-05-01,109.0
BINH THUAN,2007,5,2007-05-01,282.0
CA MAU,2007,5,2007-05-01,68.0
CAN THO CITY,2007,5,2007-05-01,118.0
CAO BANG,2007,5,2007-05-01,0.0
DA NANG CITY,2007,5,2007-05-01,11.0
DAK LAK,2007,5,2007-05-01,3.0
DAK NONG,2007,5,2007-05-01,11.0
DIEN BIEN,2007,5,2007-05-01,0.0
DONG NAI,2007,5,2007-05-01,167.0
DONG THAP,2007,5,2007-05-01,991.0
GIA LAI,2007,5,2007-05-01,31.0
HA GIANG,2007,5,2007-05-01,0.0
HA NAM,2007,5,2007-05-01,0.0
HA NOI CITY,2007,5,2007-05-01,25.0
HA TAY,2007,5,2007-05-01,0.0
HA TINH,2007,5,2007-05-01,0.0
HAI DUONG,2007,5,2007-05-01,0.0
HAI PHONG CITY,2007,5,2007-05-01,0.0
HAU GIANG,2007,5,2007-05-01,65.0
HO CHI MINH CITY,2007,5,2007-05-01,204.0
HOA BINH,2007,5,2007-05-01,0.0
HUNG YEN,2007,5,2007-05-01,0.0
KHANH HOA,2007,5,2007-05-01,230.0
KIEN GIANG,2007,5,2007-05-01,609.0
KON TUM,2007,5,2007-05-01,0.0
LAI CHAU,2007,5,2007-05-01,0.0
LAM DONG,2007,5,2007-05-01,4.0
LANG SON,2007,5,2007-05-01,0.0
LAO CAI,2007,5,2007-05-01,0.0
LONG AN,2007,5,2007-05-01,283.0
NAM DINH,2007,5,2007-05-01,0.0
NGHE AN,2007,5,2007-05-01,0.0
NINH BINH,2007,5,2007-05-01,0.0
NINH THUAN,2007,5,2007-05-01,11.0
PHU THO,2007,5,2007-05-01,0.0
PHU YEN,2007,5,2007-05-01,62.0
QUANG BINH,2007,5,2007-05-01,0.0
QUANG NAM,2007,5,2007-05-01,5.0
QUANG NGAI,2007,5,2007-05-01,28.0
QUANG NINH,2007,5,2007-05-01,0.0
QUANG TRI,2007,5,2007-05-01,0.0
SOC TRANG,2007,5,2007-05-01,413.0
SON LA,2007,5,2007-05-01,0.0
TAY NINH,2007,5,2007-05-01,17.0
THAI BINH,2007,5,2007-05-01,0.0
THAI NGUYEN,2007,5,2007-05-01,0.0
THANH HOA,2007,5,2007-05-01,0.0
THUA THIEN - HUE,2007,5,2007-05-01,0.0
TIEN GIANG,2007,5,2007-05-01,763.0
TRA VINH,2007,5,2007-05-01,51.0
TUYEN QUANG,2007,5,2007-05-01,0.0
VINH LONG,2007,5,2007-05-01,206.0
VINH PHUC,2007,5,2007-05-01,0.0
YEN BAI,2007,5,2007-05-01,0.0
AN GIANG,2007,6,2007-06-01,1374.0
BA RIA-VUNG TAU,2007,6,2007-06-01,95.0
BAC GIANG,2007,6,2007-06-01,0.0
BAC KAN,2007,6,2007-06-01,0.0
BAC LIEU,2007,6,2007-06-01,129.0
BAC NINH,2007,6,2007-06-01,0.0
BEN TRE,2007,6,2007-06-01,1022.0
BINH DINH,2007,6,2007-06-01,190.0
BINH DUONG,2007,6,2007-06-01,113.0
BINH PHUOC,2007,6,2007-06-01,152.0
BINH THUAN,2007,6,2007-06-01,478.0
CA MAU,2007,6,2007-06-01,83.0
CAN THO CITY,2007,6,2007-06-01,303.0
CAO BANG,2007,6,2007-06-01,0.0
DA NANG CITY,2007,6,2007-06-01,57.0
DAK LAK,2007,6,2007-06-01,7.0
DAK NONG,2007,6,2007-06-01,16.0
DIEN BIEN,2007,6,2007-06-01,0.0
DONG NAI,2007,6,2007-06-01,444.0
DONG THAP,2007,6,2007-06-01,1762.0
GIA LAI,2007,6,2007-06-01,82.0
HA GIANG,2007,6,2007-06-01,0.0
HA NAM,2007,6,2007-06-01,0.0
HA NOI CITY,2007,6,2007-06-01,36.0
HA TAY,2007,6,2007-06-01,0.0
HA TINH,2007,6,2007-06-01,0.0
HAI DUONG,2007,6,2007-06-01,0.0
HAI PHONG CITY,2007,6,2007-06-01,2.0
HAU GIANG,2007,6,2007-06-01,113.0
HO CHI MINH CITY,2007,6,2007-06-01,458.0
HOA BINH,2007,6,2007-06-01,0.0
HUNG YEN,2007,6,2007-06-01,0.0
KHANH HOA,2007,6,2007-06-01,330.0
KIEN GIANG,2007,6,2007-06-01,1458.0
KON TUM,2007,6,2007-06-01,0.0
LAI CHAU,2007,6,2007-06-01,0.0
LAM DONG,2007,6,2007-06-01,12.0
LANG SON,2007,6,2007-06-01,0.0
LAO CAI,2007,6,2007-06-01,0.0
LONG AN,2007,6,2007-06-01,476.0
NAM DINH,2007,6,2007-06-01,0.0
NGHE AN,2007,6,2007-06-01,0.0
NINH BINH,2007,6,2007-06-01,0.0
NINH THUAN,2007,6,2007-06-01,32.0
PHU THO,2007,6,2007-06-01,0.0
PHU YEN,2007,6,2007-06-01,218.0
QUANG BINH,2007,6,2007-06-01,0.0
QUANG NAM,2007,6,2007-06-01,53.0
QUANG NGAI,2007,6,2007-06-01,86.0
QUANG NINH,2007,6,2007-06-01,0.0
QUANG TRI,2007,6,2007-06-01,1.0
SOC TRANG,2007,6,2007-06-01,962.0
SON LA,2007,6,2007-06-01,0.0
TAY NINH,2007,6,2007-06-01,48.0
THAI BINH,2007,6,2007-06-01,6.0
THAI NGUYEN,2007,6,2007-06-01,0.0
THANH HOA,2007,6,2007-06-01,1.0
THUA THIEN - HUE,2007,6,2007-06-01,24.0
TIEN GIANG,2007,6,2007-06-01,2266.0
TRA VINH,2007,6,2007-06-01,125.0
TUYEN QUANG,2007,6,2007-06-01,0.0
VINH LONG,2007,6,2007-06-01,403.0
VINH PHUC,2007,6,2007-06-01,6.0
YEN BAI,2007,6,2007-06-01,0.0
AN GIANG,2007,7,2007-07-01,1327.0
BA RIA-VUNG TAU,2007,7,2007-07-01,174.0
BAC GIANG,2007,7,2007-07-01,0.0
BAC KAN,2007,7,2007-07-01,0.0
BAC LIEU,2007,7,2007-07-01,141.0
BAC NINH,2007,7,2007-07-01,4.0
BEN TRE,2007,7,2007-07-01,1583.0
BINH DINH,2007,7,2007-07-01,429.0
BINH DUONG,2007,7,2007-07-01,178.0
BINH PHUOC,2007,7,2007-07-01,216.0
BINH THUAN,2007,7,2007-07-01,603.0
CA MAU,2007,7,2007-07-01,162.0
CAN THO CITY,2007,7,2007-07-01,206.0
CAO BANG,2007,7,2007-07-01,0.0
DA NANG CITY,2007,7,2007-07-01,62.0
DAK LAK,2007,7,2007-07-01,25.0
DAK NONG,2007,7,2007-07-01,69.0
DIEN BIEN,2007,7,2007-07-01,0.0
DONG NAI,2007,7,2007-07-01,880.0
DONG THAP,2007,7,2007-07-01,1904.0
GIA LAI,2007,7,2007-07-01,112.0
HA GIANG,2007,7,2007-07-01,0.0
HA NAM,2007,7,2007-07-01,1.0
HA NOI CITY,2007,7,2007-07-01,88.0
HA TAY,2007,7,2007-07-01,0.0
HA TINH,2007,7,2007-07-01,2.0
HAI DUONG,2007,7,2007-07-01,0.0
HAI PHONG CITY,2007,7,2007-07-01,4.0
HAU GIANG,2007,7,2007-07-01,196.0
HO CHI MINH CITY,2007,7,2007-07-01,779.0
HOA BINH,2007,7,2007-07-01,1.0
HUNG YEN,2007,7,2007-07-01,0.0
KHANH HOA,2007,7,2007-07-01,548.0
KIEN GIANG,2007,7,2007-07-01,1035.0
KON TUM,2007,7,2007-07-01,46.0
LAI CHAU,2007,7,2007-07-01,0.0
LAM DONG,2007,7,2007-07-01,8.0
LANG SON,2007,7,2007-07-01,0.0
LAO CAI,2007,7,2007-07-01,0.0
LONG AN,2007,7,2007-07-01,851.0
NAM DINH,2007,7,2007-07-01,1.0
NGHE AN,2007,7,2007-07-01,4.0
NINH BINH,2007,7,2007-07-01,0.0
NINH THUAN,2007,7,2007-07-01,44.0
PHU THO,2007,7,2007-07-01,0.0
PHU YEN,2007,7,2007-07-01,441.0
QUANG BINH,2007,7,2007-07-01,6.0
QUANG NAM,2007,7,2007-07-01,143.0
QUANG NGAI,2007,7,2007-07-01,109.0
QUANG NINH,2007,7,2007-07-01,0.0
QUANG TRI,2007,7,2007-07-01,7.0
SOC TRANG,2007,7,2007-07-01,697.0
SON LA,2007,7,2007-07-01,0.0
TAY NINH,2007,7,2007-07-01,89.0
THAI BINH,2007,7,2007-07-01,6.0
THAI NGUYEN,2007,7,2007-07-01,0.0
THANH HOA,2007,7,2007-07-01,0.0
THUA THIEN - HUE,2007,7,2007-07-01,45.0
TIEN GIANG,2007,7,2007-07-01,2879.0
TRA VINH,2007,7,2007-07-01,277.0
TUYEN QUANG,2007,7,2007-07-01,0.0
VINH LONG,2007,7,2007-07-01,570.0
VINH PHUC,2007,7,2007-07-01,3.0
YEN BAI,2007,7,2007-07-01,0.0
AN GIANG,2007,8,2007-08-01,1522.0
BA RIA-VUNG TAU,2007,8,2007-08-01,221.0
BAC GIANG,2007,8,2007-08-01,0.0
BAC KAN,2007,8,2007-08-01,0.0
BAC LIEU,2007,8,2007-08-01,164.0
BAC NINH,2007,8,2007-08-01,1.0
BEN TRE,2007,8,2007-08-01,910.0
BINH DINH,2007,8,2007-08-01,108.0
BINH DUONG,2007,8,2007-08-01,225.0
BINH PHUOC,2007,8,2007-08-01,158.0
BINH THUAN,2007,8,2007-08-01,451.0
CA MAU,2007,8,2007-08-01,202.0
CAN THO CITY,2007,8,2007-08-01,150.0
CAO BANG,2007,8,2007-08-01,0.0
DA NANG CITY,2007,8,2007-08-01,76.0
DAK LAK,2007,8,2007-08-01,25.0
DAK NONG,2007,8,2007-08-01,24.0
DIEN BIEN,2007,8,2007-08-01,0.0
DONG NAI,2007,8,2007-08-01,777.0
DONG THAP,2007,8,2007-08-01,2088.0
GIA LAI,2007,8,2007-08-01,71.0
HA GIANG,2007,8,2007-08-01,0.0
HA NAM,2007,8,2007-08-01,0.0
HA NOI CITY,2007,8,2007-08-01,170.0
HA TAY,2007,8,2007-08-01,0.0
HA TINH,2007,8,2007-08-01,23.0
HAI DUONG,2007,8,2007-08-01,1.0
HAI PHONG CITY,2007,8,2007-08-01,1.0
HAU GIANG,2007,8,2007-08-01,170.0
HO CHI MINH CITY,2007,8,2007-08-01,1468.0
HOA BINH,2007,8,2007-08-01,0.0
HUNG YEN,2007,8,2007-08-01,0.0
KHANH HOA,2007,8,2007-08-01,412.0
KIEN GIANG,2007,8,2007-08-01,610.0
KON TUM,2007,8,2007-08-01,111.0
LAI CHAU,2007,8,2007-08-01,0.0
LAM DONG,2007,8,2007-08-01,12.0
LANG SON,2007,8,2007-08-01,0.0
LAO CAI,2007,8,2007-08-01,0.0
LONG AN,2007,8,2007-08-01,796.0
NAM DINH,2007,8,2007-08-01,12.0
NGHE AN,2007,8,2007-08-01,1.0
NINH BINH,2007,8,2007-08-01,0.0
NINH THUAN,2007,8,2007-08-01,47.0
PHU THO,2007,8,2007-08-01,0.0
PHU YEN,2007,8,2007-08-01,367.0
QUANG BINH,2007,8,2007-08-01,0.0
QUANG NAM,2007,8,2007-08-01,103.0
QUANG NGAI,2007,8,2007-08-01,62.0
QUANG NINH,2007,8,2007-08-01,0.0
QUANG TRI,2007,8,2007-08-01,1.0
SOC TRANG,2007,8,2007-08-01,645.0
SON LA,2007,8,2007-08-01,0.0
TAY NINH,2007,8,2007-08-01,142.0
THAI BINH,2007,8,2007-08-01,1.0
THAI NGUYEN,2007,8,2007-08-01,0.0
THANH HOA,2007,8,2007-08-01,1.0
THUA THIEN - HUE,2007,8,2007-08-01,15.0
TIEN GIANG,2007,8,2007-08-01,2213.0
TRA VINH,2007,8,2007-08-01,251.0
TUYEN QUANG,2007,8,2007-08-01,0.0
VINH LONG,2007,8,2007-08-01,510.0
VINH PHUC,2007,8,2007-08-01,5.0
YEN BAI,2007,8,2007-08-01,0.0
AN GIANG,2007,9,2007-09-01,1328.0
BA RIA-VUNG TAU,2007,9,2007-09-01,173.0
BAC GIANG,2007,9,2007-09-01,0.0
BAC KAN,2007,9,2007-09-01,0.0
BAC LIEU,2007,9,2007-09-01,196.0
BAC NINH,2007,9,2007-09-01,53.0
BEN TRE,2007,9,2007-09-01,902.0
BINH DINH,2007,9,2007-09-01,64.0
BINH DUONG,2007,9,2007-09-01,288.0
BINH PHUOC,2007,9,2007-09-01,103.0
BINH THUAN,2007,9,2007-09-01,311.0
CA MAU,2007,9,2007-09-01,250.0
CAN THO CITY,2007,9,2007-09-01,130.0
CAO BANG,2007,9,2007-09-01,0.0
DA NANG CITY,2007,9,2007-09-01,54.0
DAK LAK,2007,9,2007-09-01,29.0
DAK NONG,2007,9,2007-09-01,15.0
DIEN BIEN,2007,9,2007-09-01,0.0
DONG NAI,2007,9,2007-09-01,754.0
DONG THAP,2007,9,2007-09-01,1990.0
GIA LAI,2007,9,2007-09-01,154.0
HA GIANG,2007,9,2007-09-01,0.0
HA NAM,2007,9,2007-09-01,0.0
HA NOI CITY,2007,9,2007-09-01,291.0
HA TAY,2007,9,2007-09-01,0.0
HA TINH,2007,9,2007-09-01,82.0
HAI DUONG,2007,9,2007-09-01,0.0
HAI PHONG CITY,2007,9,2007-09-01,1.0
HAU GIANG,2007,9,2007-09-01,104.0
HO CHI MINH CITY,2007,9,2007-09-01,1572.0
HOA BINH,2007,9,2007-09-01,0.0
HUNG YEN,2007,9,2007-09-01,0.0
KHANH HOA,2007,9,2007-09-01,367.0
KIEN GIANG,2007,9,2007-09-01,524.0
KON TUM,2007,9,2007-09-01,85.0
LAI CHAU,2007,9,2007-09-01,0.0
LAM DONG,2007,9,2007-09-01,7.0
LANG SON,2007,9,2007-09-01,0.0
LAO CAI,2007,9,2007-09-01,0.0
LONG AN,2007,9,2007-09-01,1103.0
NAM DINH,2007,9,2007-09-01,5.0
NGHE AN,2007,9,2007-09-01,53.0
NINH BINH,2007,9,2007-09-01,0.0
NINH THUAN,2007,9,2007-09-01,70.0
PHU THO,2007,9,2007-09-01,0.0
PHU YEN,2007,9,2007-09-01,148.0
QUANG BINH,2007,9,2007-09-01,16.0
QUANG NAM,2007,9,2007-09-01,145.0
QUANG NGAI,2007,9,2007-09-01,90.0
QUANG NINH,2007,9,2007-09-01,0.0
QUANG TRI,2007,9,2007-09-01,21.0
SOC TRANG,2007,9,2007-09-01,592.0
SON LA,2007,9,2007-09-01,0.0
TAY NINH,2007,9,2007-09-01,119.0
THAI BINH,2007,9,2007-09-01,2.0
THAI NGUYEN,2007,9,2007-09-01,0.0
THANH HOA,2007,9,2007-09-01,114.0
THUA THIEN - HUE,2007,9,2007-09-01,21.0
TIEN GIANG,2007,9,2007-09-01,1658.0
TRA VINH,2007,9,2007-09-01,178.0
TUYEN QUANG,2007,9,2007-09-01,0.0
VINH LONG,2007,9,2007-09-01,298.0
VINH PHUC,2007,9,2007-09-01,4.0
YEN BAI,2007,9,2007-09-01,0.0
AN GIANG,2007,10,2007-10-01,703.0
BA RIA-VUNG TAU,2007,10,2007-10-01,190.0
BAC GIANG,2007,10,2007-10-01,0.0
BAC KAN,2007,10,2007-10-01,0.0
BAC LIEU,2007,10,2007-10-01,198.0
BAC NINH,2007,10,2007-10-01,35.0
BEN TRE,2007,10,2007-10-01,614.0
BINH DINH,2007,10,2007-10-01,54.0
BINH DUONG,2007,10,2007-10-01,272.0
BINH PHUOC,2007,10,2007-10-01,52.0
BINH THUAN,2007,10,2007-10-01,273.0
CA MAU,2007,10,2007-10-01,267.0
CAN THO CITY,2007,10,2007-10-01,135.0
CAO BANG,2007,10,2007-10-01,0.0
DA NANG CITY,2007,10,2007-10-01,101.0
DAK LAK,2007,10,2007-10-01,24.0
DAK NONG,2007,10,2007-10-01,8.0
DIEN BIEN,2007,10,2007-10-01,0.0
DONG NAI,2007,10,2007-10-01,587.0
DONG THAP,2007,10,2007-10-01,1418.0
GIA LAI,2007,10,2007-10-01,78.0
HA GIANG,2007,10,2007-10-01,0.0
HA NAM,2007,10,2007-10-01,2.0
HA NOI CITY,2007,10,2007-10-01,402.0
HA TAY,2007,10,2007-10-01,0.0
HA TINH,2007,10,2007-10-01,1.0
HAI DUONG,2007,10,2007-10-01,1.0
HAI PHONG CITY,2007,10,2007-10-01,2.0
HAU GIANG,2007,10,2007-10-01,128.0
HO CHI MINH CITY,2007,10,2007-10-01,1691.0
HOA BINH,2007,10,2007-10-01,1.0
HUNG YEN,2007,10,2007-10-01,0.0
KHANH HOA,2007,10,2007-10-01,395.0
KIEN GIANG,2007,10,2007-10-01,394.0
KON TUM,2007,10,2007-10-01,98.0
LAI CHAU,2007,10,2007-10-01,0.0
LAM DONG,2007,10,2007-10-01,5.0
LANG SON,2007,10,2007-10-01,0.0
LAO CAI,2007,10,2007-10-01,0.0
LONG AN,2007,10,2007-10-01,1090.0
NAM DINH,2007,10,2007-10-01,1.0
NGHE AN,2007,10,2007-10-01,35.0
NINH BINH,2007,10,2007-10-01,0.0
NINH THUAN,2007,10,2007-10-01,91.0
PHU THO,2007,10,2007-10-01,0.0
PHU YEN,2007,10,2007-10-01,129.0
QUANG BINH,2007,10,2007-10-01,9.0
QUANG NAM,2007,10,2007-10-01,211.0
QUANG NGAI,2007,10,2007-10-01,141.0
QUANG NINH,2007,10,2007-10-01,0.0
QUANG TRI,2007,10,2007-10-01,0.0
SOC TRANG,2007,10,2007-10-01,533.0
SON LA,2007,10,2007-10-01,0.0
TAY NINH,2007,10,2007-10-01,124.0
THAI BINH,2007,10,2007-10-01,2.0
THAI NGUYEN,2007,10,2007-10-01,0.0
THANH HOA,2007,10,2007-10-01,31.0
THUA THIEN - HUE,2007,10,2007-10-01,5.0
TIEN GIANG,2007,10,2007-10-01,1242.0
TRA VINH,2007,10,2007-10-01,137.0
TUYEN QUANG,2007,10,2007-10-01,0.0
VINH LONG,2007,10,2007-10-01,191.0
VINH PHUC,2007,10,2007-10-01,0.0
YEN BAI,2007,10,2007-10-01,0.0
AN GIANG,2007,11,2007-11-01,534.0
BA RIA-VUNG TAU,2007,11,2007-11-01,147.0
BAC GIANG,2007,11,2007-11-01,0.0
BAC KAN,2007,11,2007-11-01,0.0
BAC LIEU,2007,11,2007-11-01,121.0
BAC NINH,2007,11,2007-11-01,2.0
BEN TRE,2007,11,2007-11-01,371.0
BINH DINH,2007,11,2007-11-01,66.0
BINH DUONG,2007,11,2007-11-01,194.0
BINH PHUOC,2007,11,2007-11-01,72.0
BINH THUAN,2007,11,2007-11-01,202.0
CA MAU,2007,11,2007-11-01,232.0
CAN THO CITY,2007,11,2007-11-01,159.0
CAO BANG,2007,11,2007-11-01,0.0
DA NANG CITY,2007,11,2007-11-01,204.0
DAK LAK,2007,11,2007-11-01,20.0
DAK NONG,2007,11,2007-11-01,7.0
DIEN BIEN,2007,11,2007-11-01,0.0
DONG NAI,2007,11,2007-11-01,441.0
DONG THAP,2007,11,2007-11-01,776.0
GIA LAI,2007,11,2007-11-01,72.0
HA GIANG,2007,11,2007-11-01,0.0
HA NAM,2007,11,2007-11-01,0.0
HA NOI CITY,2007,11,2007-11-01,476.0
HA TAY,2007,11,2007-11-01,0.0
HA TINH,2007,11,2007-11-01,0.0
HAI DUONG,2007,11,2007-11-01,0.0
HAI PHONG CITY,2007,11,2007-11-01,0.0
HAU GIANG,2007,11,2007-11-01,142.0
HO CHI MINH CITY,2007,11,2007-11-01,1391.0
HOA BINH,2007,11,2007-11-01,0.0
HUNG YEN,2007,11,2007-11-01,0.0
KHANH HOA,2007,11,2007-11-01,354.0
KIEN GIANG,2007,11,2007-11-01,291.0
KON TUM,2007,11,2007-11-01,38.0
LAI CHAU,2007,11,2007-11-01,0.0
LAM DONG,2007,11,2007-11-01,2.0
LANG SON,2007,11,2007-11-01,0.0
LAO CAI,2007,11,2007-11-01,0.0
LONG AN,2007,11,2007-11-01,706.0
NAM DINH,2007,11,2007-11-01,0.0
NGHE AN,2007,11,2007-11-01,2.0
NINH BINH,2007,11,2007-11-01,0.0
NINH THUAN,2007,11,2007-11-01,52.0
PHU THO,2007,11,2007-11-01,0.0
PHU YEN,2007,11,2007-11-01,145.0
QUANG BINH,2007,11,2007-11-01,32.0
QUANG NAM,2007,11,2007-11-01,141.0
QUANG NGAI,2007,11,2007-11-01,204.0
QUANG NINH,2007,11,2007-11-01,0.0
QUANG TRI,2007,11,2007-11-01,4.0
SOC TRANG,2007,11,2007-11-01,397.0
SON LA,2007,11,2007-11-01,0.0
TAY NINH,2007,11,2007-11-01,105.0
THAI BINH,2007,11,2007-11-01,10.0
THAI NGUYEN,2007,11,2007-11-01,0.0
THANH HOA,2007,11,2007-11-01,0.0
THUA THIEN - HUE,2007,11,2007-11-01,2.0
TIEN GIANG,2007,11,2007-11-01,657.0
TRA VINH,2007,11,2007-11-01,94.0
TUYEN QUANG,2007,11,2007-11-01,0.0
VINH LONG,2007,11,2007-11-01,146.0
VINH PHUC,2007,11,2007-11-01,0.0
YEN BAI,2007,11,2007-11-01,1.0
AN GIANG,2007,12,2007-12-01,291.0
BA RIA-VUNG TAU,2007,12,2007-12-01,136.0
BAC GIANG,2007,12,2007-12-01,0.0
BAC KAN,2007,12,2007-12-01,0.0
BAC LIEU,2007,12,2007-12-01,111.0
BAC NINH,2007,12,2007-12-01,0.0
BEN TRE,2007,12,2007-12-01,256.0
BINH DINH,2007,12,2007-12-01,49.0
BINH DUONG,2007,12,2007-12-01,180.0
BINH PHUOC,2007,12,2007-12-01,49.0
BINH THUAN,2007,12,2007-12-01,118.0
CA MAU,2007,12,2007-12-01,164.0
CAN THO CITY,2007,12,2007-12-01,119.0
CAO BANG,2007,12,2007-12-01,0.0
DA NANG CITY,2007,12,2007-12-01,46.0
DAK LAK,2007,12,2007-12-01,9.0
DAK NONG,2007,12,2007-12-01,2.0
DIEN BIEN,2007,12,2007-12-01,0.0
DONG NAI,2007,12,2007-12-01,311.0
DONG THAP,2007,12,2007-12-01,494.0
GIA LAI,2007,12,2007-12-01,38.0
HA GIANG,2007,12,2007-12-01,0.0
HA NAM,2007,12,2007-12-01,0.0
HA NOI CITY,2007,12,2007-12-01,270.0
HA TAY,2007,12,2007-12-01,0.0
HA TINH,2007,12,2007-12-01,0.0
HAI DUONG,2007,12,2007-12-01,0.0
HAI PHONG CITY,2007,12,2007-12-01,0.0
HAU GIANG,2007,12,2007-12-01,102.0
HO CHI MINH CITY,2007,12,2007-12-01,950.0
HOA BINH,2007,12,2007-12-01,0.0
HUNG YEN,2007,12,2007-12-01,0.0
KHANH HOA,2007,12,2007-12-01,334.0
KIEN GIANG,2007,12,2007-12-01,206.0
KON TUM,2007,12,2007-12-01,13.0
LAI CHAU,2007,12,2007-12-01,0.0
LAM DONG,2007,12,2007-12-01,3.0
LANG SON,2007,12,2007-12-01,0.0
LAO CAI,2007,12,2007-12-01,0.0
LONG AN,2007,12,2007-12-01,321.0
NAM DINH,2007,12,2007-12-01,0.0
NGHE AN,2007,12,2007-12-01,0.0
NINH BINH,2007,12,2007-12-01,0.0
NINH THUAN,2007,12,2007-12-01,36.0
PHU THO,2007,12,2007-12-01,0.0
PHU YEN,2007,12,2007-12-01,85.0
QUANG BINH,2007,12,2007-12-01,6.0
QUANG NAM,2007,12,2007-12-01,45.0
QUANG NGAI,2007,12,2007-12-01,86.0
QUANG NINH,2007,12,2007-12-01,0.0
QUANG TRI,2007,12,2007-12-01,0.0
SOC TRANG,2007,12,2007-12-01,287.0
SON LA,2007,12,2007-12-01,0.0
TAY NINH,2007,12,2007-12-01,51.0
THAI BINH,2007,12,2007-12-01,4.0
THAI NGUYEN,2007,12,2007-12-01,0.0
THANH HOA,2007,12,2007-12-01,3.0
THUA THIEN - HUE,2007,12,2007-12-01,1.0
TIEN GIANG,2007,12,2007-12-01,445.0
TRA VINH,2007,12,2007-12-01,76.0
TUYEN QUANG,2007,12,2007-12-01,0.0
VINH LONG,2007,12,2007-12-01,68.0
VINH PHUC,2007,12,2007-12-01,0.0
YEN BAI,2007,12,2007-12-01,0.0
AN GIANG,2008,1,2008-01-01,224.0
BA RIA-VUNG TAU,2008,1,2008-01-01,68.0
BAC GIANG,2008,1,2008-01-01,0.0
BAC KAN,2008,1,2008-01-01,0.0
BAC LIEU,2008,1,2008-01-01,123.0
BAC NINH,2008,1,2008-01-01,0.0
BEN TRE,2008,1,2008-01-01,150.0
BINH DINH,2008,1,2008-01-01,45.0
BINH DUONG,2008,1,2008-01-01,165.0
BINH PHUOC,2008,1,2008-01-01,25.0
BINH THUAN,2008,1,2008-01-01,68.0
CA MAU,2008,1,2008-01-01,92.0
CAN THO CITY,2008,1,2008-01-01,67.0
CAO BANG,2008,1,2008-01-01,0.0
DA NANG CITY,2008,1,2008-01-01,28.0
DAK LAK,2008,1,2008-01-01,8.0
DAK NONG,2008,1,2008-01-01,3.0
DIEN BIEN,2008,1,2008-01-01,0.0
DONG NAI,2008,1,2008-01-01,207.0
DONG THAP,2008,1,2008-01-01,221.0
GIA LAI,2008,1,2008-01-01,11.0
HA GIANG,2008,1,2008-01-01,0.0
HA NAM,2008,1,2008-01-01,1.0
HA NOI CITY,2008,1,2008-01-01,57.0
HA TINH,2008,1,2008-01-01,0.0
HAI DUONG,2008,1,2008-01-01,0.0
HAI PHONG CITY,2008,1,2008-01-01,0.0
HAU GIANG,2008,1,2008-01-01,26.0
HO CHI MINH CITY,2008,1,2008-01-01,939.0
HOA BINH,2008,1,2008-01-01,0.0
HUNG YEN,2008,1,2008-01-01,0.0
KHANH HOA,2008,1,2008-01-01,242.0
KIEN GIANG,2008,1,2008-01-01,142.0
KON TUM,2008,1,2008-01-01,0.0
LAI CHAU,2008,1,2008-01-01,0.0
LAM DONG,2008,1,2008-01-01,5.0
LANG SON,2008,1,2008-01-01,0.0
